District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Barishal,Rabi,Wheat,1800,66.12,46.82,41.55,6.42,17.75,15.5,20,55.0,60,50,175.42564102564103,1696,rice,2,3,24,15,7.436617265234227
Bhola,Rabi,Wheat,5670,79.76,50.0,41.11,6.25,17.75,15.5,20,55.0,60,50,185.23090277777777,7005,rice,2,4,24,15,8.854522203757432
Bogura,Rabi,Wheat,6264,88.39,41.51,41.06,6.41,17.75,15.5,20,55.0,60,50,142.85416666666666,7424,rice,2,5,24,15,8.9126079636709
Brahmanbaria,Rabi,Wheat,1898,87.85,47.3,39.87,6.4,17.75,15.5,20,55.0,60,50,185.7563131313132,1378,rice,2,6,24,15,7.229113877793302
Chandpur,Rabi,Wheat,107,77.7,45.86,40.86,6.4,17.75,15.5,20,55.0,60,50,168.796875,117,rice,2,7,24,15,4.770684624465665
Chuadanga,Rabi,Wheat,1869,75.1,45.56,40.2,6.35,17.75,15.5,20,55.0,60,50,129.44444444444446,2812,rice,2,10,24,15,7.9420068084898565
Cumilla,Rabi,Wheat,1231,83.56,47.26,37.79,6.2,17.75,15.5,20,55.0,60,50,185.7563131313132,1259,rice,2,12,24,15,7.138866999945524
Dhaka,Rabi,Wheat,372,85.77,45.02,40.1,6.29,17.75,15.5,20,55.0,60,50,169.94262295081967,455,rice,2,13,24,15,6.1224928095143865
Dinajpur,Rabi,Wheat,10237,79.41,49.98,42.51,6.97,17.75,15.5,20,55.0,60,50,154.21843434343435,13095,rice,2,14,24,15,9.48006211905097
Feni,Rabi,Wheat,150,75.68,39.28,39.31,6.17,17.75,15.5,20,55.0,60,50,248.1727642276423,161,rice,2,16,24,15,5.087596335232384
Gaibandha,Rabi,Wheat,7317,75.93,46.51,38.9,6.57,17.75,15.5,20,55.0,60,50,179.6013888888889,8743,rice,2,17,24,15,9.076123029856374
Gazipur,Rabi,Wheat,167,78.8,44.62,38.59,6.03,17.75,15.5,20,55.0,60,50,169.94262295081967,199,rice,2,18,24,15,5.298317366548036
Gopalganj,Rabi,Wheat,13291,81.65,42.92,40.58,6.38,17.75,15.5,20,55.0,60,50,155.864898989899,15409,rice,2,19,24,15,9.642771928314161
Habiganj,Rabi,Wheat,550,84.27,44.05,36.29,6.84,17.75,15.5,20,55.0,60,50,333.72557471264366,591,rice,2,20,24,15,6.3835066348840055
Jamalpur,Rabi,Wheat,10623,76.04,47.89,42.93,6.13,17.75,15.5,20,55.0,60,50,181.08838383838383,12169,rice,2,21,24,15,9.406729185981574
Jashore,Rabi,Wheat,1890,87.05,51.37,38.28,6.05,17.75,15.5,20,55.0,60,50,134.2247474747475,2320,rice,2,22,24,15,7.749753406274437
Jhallokati,Rabi,Wheat,160,78.59,48.47,41.6,6.14,17.75,15.5,20,55.0,60,50,175.42564102564103,199,rice,2,23,24,15,5.298317366548036
Jhenaidah,Rabi,Wheat,13261,79.79,45.85,36.83,6.6,17.75,15.5,20,55.0,60,50,134.2247474747475,18652,rice,2,24,24,15,9.833762270044563
Joypurhat,Rabi,Wheat,5649,76.31,48.88,41.47,6.65,17.75,15.5,20,55.0,60,50,142.85416666666666,6197,rice,2,25,24,15,8.731981938347694
Khulna,Rabi,Wheat,497,84.13,45.6,40.79,6.56,17.75,15.5,20,55.0,60,50,144.96843434343435,517,rice,2,27,24,15,6.249975242259483
Kishoreganj,Rabi,Wheat,3030,83.42,44.28,37.49,6.7,17.75,15.5,20,55.0,60,50,181.08838383838383,3084,rice,2,28,24,15,8.034306936339489
Kurigram,Rabi,Wheat,20932,78.54,42.58,40.47,6.77,17.75,15.5,20,55.0,60,50,179.6013888888889,27995,rice,2,29,24,15,10.23981692180943
Kushtia,Rabi,Wheat,27399,80.21,46.47,37.04,6.38,17.75,15.5,20,55.0,60,50,129.44444444444446,42760,rice,2,30,24,15,10.6633817512079
Lalmonirhat,Rabi,Wheat,3302,72.4,47.3,42.33,6.27,17.75,15.5,20,55.0,60,50,179.6013888888889,4016,rice,2,32,24,15,8.298290634359283
Madaripur,Rabi,Wheat,11787,77.35,46.39,41.78,6.35,17.75,15.5,20,55.0,60,50,160.41666666666666,14079,rice,2,33,24,15,9.552510629712033
Magura,Rabi,Wheat,10947,83.7,44.88,39.91,6.38,17.75,15.5,20,55.0,60,50,134.2247474747475,12394,rice,2,34,24,15,9.42504844446929
Manikganj,Rabi,Wheat,3993,73.88,49.32,37.54,6.39,17.75,15.5,20,55.0,60,50,169.94262295081967,4534,rice,2,35,24,15,8.419580362549237
Moulvibazar,Rabi,Wheat,88,73.39,49.8,39.92,6.68,17.75,15.5,20,55.0,60,50,333.72557471264366,62,rice,2,37,24,15,4.143134726391533
Munshiganj,Rabi,Wheat,21,82.13,44.72,34.32,6.4,17.75,15.5,20,55.0,60,50,169.94262295081967,24,rice,2,38,24,15,3.2188758248682006
Mymensingh,Rabi,Wheat,3247,79.72,45.43,41.74,6.64,17.75,15.5,20,55.0,60,50,181.08838383838383,3642,rice,2,39,24,15,8.200562797008564
Narail,Rabi,Wheat,3717,85.47,46.15,42.75,6.44,17.75,15.5,20,55.0,60,50,134.2247474747475,4397,rice,2,41,24,15,8.388905171114706
Narayanganj,Rabi,Wheat,140,76.37,50.36,37.25,6.6,17.75,15.5,20,55.0,60,50,169.94262295081967,107,rice,2,42,24,15,4.68213122712422
Narsingdi,Rabi,Wheat,241,76.01,49.05,32.27,6.44,17.75,15.5,20,55.0,60,50,169.94262295081967,218,rice,2,43,24,15,5.389071729816501
Netrokona,Rabi,Wheat,2005,85.4,49.07,40.57,6.15,17.75,15.5,20,55.0,60,50,181.08838383838383,1741,rice,2,45,24,15,7.462789157412448
Nilphamari,Rabi,Wheat,12475,75.02,44.43,35.83,6.33,17.75,15.5,20,55.0,60,50,179.6013888888889,16265,rice,2,46,24,15,9.69683231872672
Noakhali,Rabi,Wheat,21,80.19,46.64,37.53,6.41,17.75,15.5,20,55.0,60,50,185.7563131313132,20,rice,2,47,24,15,3.044522437723423
Patuakhali,Rabi,Wheat,31,80.74,44.16,41.62,6.43,17.75,15.5,20,55.0,60,50,207.8076923076923,41,rice,2,50,24,15,3.7376696182833684
Pirojpur,Rabi,Wheat,57,78.13,50.13,38.31,6.16,17.75,15.5,20,55.0,60,50,175.42564102564103,42,rice,2,51,24,15,3.7612001156935624
Rajbari,Rabi,Wheat,29485,75.92,50.13,34.87,6.59,17.75,15.5,20,55.0,60,50,155.864898989899,31246,rice,2,52,24,15,10.349678650556253
Rangpur,Rabi,Wheat,4235,65.89,49.61,38.91,6.43,17.75,15.5,20,55.0,60,50,179.6013888888889,7112,rice,2,55,24,15,8.869679374733515
Satkhira,Rabi,Wheat,1843,81.98,54.09,39.6,6.12,17.75,15.5,20,55.0,60,50,140.35353535353536,2165,rice,2,56,24,15,7.680637427560936
Shariatpur,Rabi,Wheat,10260,84.22,45.82,40.5,6.3,17.75,15.5,20,55.0,60,50,155.864898989899,13473,rice,2,57,24,15,9.508517181520606
Sherpur,Rabi,Wheat,2080,68.56,43.2,39.51,6.26,17.75,15.5,20,55.0,60,50,181.08838383838383,2440,rice,2,58,24,15,7.80016307039296
Sirajganj,Rabi,Wheat,13460,75.05,42.21,36.85,6.59,17.75,15.5,20,55.0,60,50,142.85416666666666,15470,rice,2,59,24,15,9.646722582719068
Sunamganj,Rabi,Wheat,1172,82.86,49.61,41.03,6.45,17.75,15.5,20,55.0,60,50,333.72557471264366,830,rice,2,60,24,15,6.7226297948554485
Sylhet,Rabi,Wheat,590,89.75,42.2,35.21,6.18,17.75,15.5,20,55.0,60,50,333.72557471264366,437,rice,2,61,24,15,6.082218910376446
Tangail,Rabi,Wheat,11985,79.99,46.52,34.97,6.6,17.75,15.5,20,55.0,60,50,153.4104938271605,13613,rice,2,62,24,15,9.518853954007897
